GEO_ID,ZIP,Total Population,Median Household Income in $,Bachelors Degree or Higher %,Employment Rate %,Total Housing Units,Insured Population %,Total Households,CITY_NAME,Number of establishments,Annual payroll ($1000),Number of employees,Population,Violent crime,Murder and nonnegligent manslaughter,Rape1,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson2,Crime Score per Person (out of 100),Normalized Total Population,Normalized Median Household Income in $,Normalized Bachelors Degree or Higher %,Normalized Employment Rate %,Normalized Total Housing Units,Normalized Insured Population %,Normalized Total Households,Normalized Number of establishments,Normalized Annual payroll ($1000),Normalized Number of employees,Normalized Crime Score per Person (out of 100),City Score
860Z200US01243,01243,175,79167.0,46.0,72.2,104,100.0,72,Middlefield,6,1120,28,,,,,,,,,,,,,0.0025209599815609785,0.316668,0.46,0.7220000000000001,0.00348665683250637,1.0,0.002568309909395734,0.0028222013170272815,9.476665530312934e-05,0.0004169893369869542,1.0,55.12976680485536
860Z200US01244,01244,287,56842.0,26.4,39.9,177,98.7,74,Mill River,4,3487,74,,,,,,,,,,,,,0.004134374369760004,0.227368,0.264,0.399,0.0059340217245541105,0.9870000000000001,0.002639651851323393,0.0018814675446848542,0.00029504582771608216,0.001102043247751236,1.0,44.16317231345569
860Z200US01245,01245,933,111354.0,55.4,43.1,757,100.0,335,Monterey,20,3996,92,,,,,,,,,,,,,0.013440318073122246,0.445416,0.554,0.43100000000000005,0.025378838675070407,1.0,0.011949775272882929,0.009407337723424272,0.0003381138880279508,0.001370107821528564,1.0,54.29012478252261
860Z200US01247,01247,15147,53692.0,26.1,56.1,7889,97.6,6783,North Adams,326,146913,3736,12800.0,72.0,0.0,13.0,9.0,50.0,400.0,88.0,301.0,11.0,0.0,44.12800567788864,0.21819989051830938,0.214768,0.261,0.561,0.264483036073488,0.976,0.24195619604765645,0.1533396048918156,0.012430762170132715,0.055638291535116464,0.4755330919998164,44.66816833657933
860Z200US01253,01253,808,102596.0,40.4,64.3,628,98.2,377,Otis,27,4447,147,,,,,,,,,,,,,0.01163963237200726,0.41038399999999997,0.40399999999999997,0.643,0.02105404318090385,0.9820000000000001,0.013447956053363774,0.012699905926622766,0.0003762743894044787,0.0021891940191815095,1.0,54.558961131007855
860Z200US01254,01254,946,91667.0,61.9,55.3,572,100.0,440,Richmond,20,2085,39,7701.0,3.0,0.0,0.0,0.0,3.0,37.0,4.0,30.0,3.0,0.0,3.7770943101211296,0.013627589386038204,0.366668,0.619,0.5529999999999999,0.019176612578785036,1.0,0.01569522722408504,0.009407337723424272,0.00017641828241698633,0.0005808065765175433,0.955108758176966,55.39951705046012
860Z200US01255,01255,959,73958.0,29.0,56.6,626,96.1,355,Sandisfield,26,6636,119,,,,,,,,,,,,,0.013814860698954162,0.295832,0.29,0.5660000000000001,0.020986992087971036,0.961,0.012663194692159522,0.012229539040451553,0.0005614924326710414,0.0017722046821945553,1.0,48.86897234006441
860Z200US01256,01256,645,54219.0,20.2,50.7,350,99.2,305,Savoy,10,1110,28,,,,,,,,,,,,,0.00929153821775332,0.21687599999999999,0.20199999999999999,0.507,0.011733941263242592,0.9920000000000001,0.01087964614396804,0.004703668861712136,9.392052445220854e-05,0.0004169893369869542,1.0,45.015596677267496
860Z200US01257,01257,2140,78940.0,39.4,62.0,1180,100.0,1011,Sheffield,121,59059,1074,,,,,,,,,,,,,0.030827739203088535,0.31576,0.394,0.62,0.03956014483036074,1.0,0.036063351644431765,0.05691439322671684,0.0049971641924531395,0.015994519568713887,1.0,53.64256642500564
860Z200US01258,01258,160,117917.0,50.6,58.0,173,100.0,81,South Egremont,36,10947,554,,,,,,,,,,,,,0.00230487769742718,0.471668,0.506,0.58,0.005799919538688481,1.0,0.0028893486480702007,0.01693320790216369,0.0009262594425029973,0.008250431881813309,1.0,56.43406530984626
860Z200US01259,01259,643,120568.0,47.6,69.7,390,95.5,266,Southfield,26,5762,100,,,,,,,,,,,,,0.009262727246535481,0.482272,0.47600000000000003,0.6970000000000001,0.013074963121898889,0.9550000000000001,0.009488478276378684,0.012229539040451553,0.0004875405963005636,0.001489247632096265,1.0,57.64725544168802
860Z200US01260,01260,233,,0.0,100.0,349,100.0,9,South Lee,12,20252,317,,,,,,,,,,,,,0.003356478146878331,0.0,0.0,1.0,0.011700415716776184,1.0,0.00032103873867446675,0.005644402634054563,0.0017135841992847996,0.0047209149937451605,1.0,46.377680288792014
860Z200US01262,01262,1758,75804.0,52.2,48.9,1458,95.7,715,Stockbridge,81,44343,812,1898.0,1.0,0.0,0.0,0.0,1.0,24.0,4.0,19.0,1.0,0.0,8.935269140329371,0.025324843700481145,0.303216,0.522,0.489,0.048880246748021994,0.9570000000000001,0.02550474423913819,0.0380997177798683,0.003751998032238093,0.012092690772621671,0.8938032003443528,50.59579797560921
860Z200US01264,01264,219,78750.0,58.4,60.0,138,98.6,98,,,,,,,,,,,,,,,,,0.003154801348353453,0.315,0.584,0.6,0.004626525412364222,0.986,0.0034957551544553046,0.0,0.0,0.0,1.0,54.93967530936948
860Z200US01266,01266,1208,85714.0,68.6,56.9,779,99.6,456,West Stockbridge,43,7473,139,,,,,,,,,,,,,0.01740182661557521,0.342856,0.6859999999999999,0.569,0.026116400697331368,0.996,0.016265962759506314,0.02022577610536218,0.0006323135848931121,0.0020700542086138085,1.0,57.434379339401225
860Z200US01267,01267,7876,101823.0,67.4,55.2,3372,98.7,2735,Williamstown,199,219000,2916,8021.0,6.0,0.0,4.0,0.0,2.0,71.0,3.0,66.0,2.0,0.0,10.06900567769812,0.11345760465585294,0.407292,0.674,0.552,0.11304814268472577,0.9870000000000001,0.09756010558607406,0.0936030103480715,0.01853026563516547,0.043426460951927086,0.8803285987369077,59.17930787136017
860Z200US01270,01270,755,100833.0,40.8,65.7,374,94.9,398,Windsor,15,1841,44,28717.0,12.0,0.0,3.0,2.0,7.0,605.0,43.0,502.0,60.0,1.0,15.148671399422534,0.010876141634734507,0.40333199999999997,0.408,0.657,0.01253855437843637,0.9490000000000001,0.014197046443604196,0.0070555032925682035,0.00015577268965451886,0.0006552689581223566,0.8199561315514658,51.003209893215804
860Z200US01301,01301,18042,53536.0,37.0,54.1,8753,98.1,8225,Greenfield,521,340579,7701,17464.0,84.0,0.0,11.0,10.0,63.0,342.0,84.0,248.0,10.0,0.0,31.64313028819369,0.2599037713561324,0.214144,0.37,0.541,0.293449108220464,0.981,0.29339373617749875,0.24506114769520226,0.028817439907575435,0.11468696014773337,0.623917409210913,51.589033669393494
860Z200US01330,01330,1500,80560.0,49.9,57.8,782,98.1,759,Ashfield,27,2944,82,,,,,,,,,,,,,0.021608228413379817,0.32223999999999997,0.499,0.578,0.02621697733673059,0.981,0.027074266961546696,0.012699905926622766,0.00024910092251108286,0.0012211830583189374,1.0,53.709611894481945
860Z200US01331,01331,13656,66985.0,20.3,57.8,6101,97.2,5412,Athol,221,114311,3093,11679.0,47.0,1.0,7.0,2.0,37.0,101.0,9.0,88.0,4.0,1.0,33.76951605392663,0.19672131147540983,0.26794,0.203,0.578,0.20453935899155157,0.9720000000000001,0.193051294856246,0.1039510818438382,0.009672206369960731,0.046062429260737475,0.5986450464417891,45.498050049837445
860Z200US01337,01337,2562,79000.0,33.1,63.5,1200,98.0,1044,Bernardston,49,14464,365,2113.0,5.0,0.0,3.0,0.0,2.0,12.0,3.0,9.0,0.0,0.0,22.082054631907823,0.03690685413005272,0.316,0.331,0.635,0.040230655759688885,0.98,0.03724049368623814,0.023047977422389464,0.0012238436627718418,0.005435753857151367,0.7375519981658516,47.400460381533655
860Z200US01338,01338,127,56250.0,40.0,32.3,61,100.0,48,Buckland,12,2364,73,,,,,,,,,,,,,0.0018294966723328243,0.22499999999999998,0.4,0.32299999999999995,0.0020450583344508518,1.0,0.0017122066062638225,0.005644402634054563,0.00020002533315767657,0.0010871507714302734,1.0,45.34660847383847
860Z200US01339,01339,1487,69500.0,35.5,53.6,796,98.9,634,Charlemont,28,12804,348,,,,,,,,,,,,,0.021420957100463857,0.27799999999999997,0.355,0.536,0.026686334987260293,0.9890000000000001,0.02261539559106799,0.01317027281279398,0.0010833859415189894,0.0051825817596950026,1.0,49.731013417398984
860Z200US01340,01340,1803,74632.0,36.9,62.2,996,96.4,835,Colrain,20,5661,135,,,,,,,,,,,,,0.02597309055288254,0.29852799999999996,0.369,0.622,0.03339144428054178,0.9640000000000001,0.02978526075479775,0.009407337723424272,0.00047899467470626357,0.002010484303329958,1.0,51.61116859574217
860Z200US01341,01341,1539,92500.0,58.1,65.7,728,98.1,714,Conway,24,5166,106,10287.0,22.0,0.0,15.0,1.0,6.0,222.0,21.0,194.0,7.0,0.0,29.05685650967511,0.02217004235212769,0.37,0.5810000000000001,0.657,0.02440659782754459,0.981,0.025469073268174363,0.011288805268109126,0.0004371111975856841,0.0015786024900220409,0.6546555989619456,51.25275718310615
860Z200US01342,01342,1538,99583.0,46.6,62.9,555,99.5,393,Deerfield,30,45867,845,5032.0,5.0,0.0,2.0,0.0,3.0,43.0,15.0,27.0,1.0,1.0,20.225910693576363,0.02215563686651877,0.39833199999999996,0.466,0.629,0.01860667828885611,0.995,0.014018691588785048,0.014111006585136407,0.0038809483739184227,0.01258414249121344,0.7596125027634517,51.318522729195024
860Z200US01343,01343,165,76250.0,11.0,72.9,93,87.4,72,,,,,,,,,,,,,,,,,0.0023769051254717796,0.305,0.11,0.7290000000000001,0.0031178758213758887,0.8740000000000001,0.002568309909395734,0.0,0.0,0.0,1.0,47.20157563071599
860Z200US01344,01344,1665,70560.0,24.5,61.8,703,97.7,677,Erving,21,14225,299,1771.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,9.0,1.0,0.0,7.108122330091398,0.023985133538851594,0.28224,0.245,0.618,0.023568459165884407,0.9770000000000001,0.024149247342512666,0.009877704609595485,0.0012036211354348348,0.004452850419967833,0.9155190704206675,47.62839372096643
860Z200US01346,01346,352,105944.0,48.6,73.4,291,94.6,203,Heath,7,471,13,,,,,,,,,,,,,0.005070730934339796,0.423776,0.48600000000000004,0.7340000000000001,0.009755934021724555,0.946,0.007241207105657416,0.003292568203198495,3.985276307836957e-05,0.00019360219217251444,1.0,57.12968287140959
860Z200US01347,01347,204,74712.0,49.7,85.8,78,100.0,101,,,,,,,,,,,,,,,,,0.002938719064219655,0.298848,0.49700000000000005,0.858,0.0026149926243797775,1.0,0.0036027680673467936,0.0,0.0,0.0,1.0,57.85878550569799
860Z200US01349,01349,827,70240.0,25.5,71.0,408,94.5,343,Millers Falls,10,869,24,,,,,,,,,,,,,0.011913336598576739,0.28096,0.255,0.71,0.01367842295829422,0.9450000000000001,0.012235143040593565,0.004703668861712136,7.352877094501732e-05,0.0003574194317031036,1.0,50.17392489931388
860Z200US01350,01350,118,,16.0,46.2,80,100.0,53,,,,,,,,,,,,,,,,,0.0016998473018525456,0.0,0.16,0.462,0.0026820437173125924,1.0,0.0018905614610829709,0.0,0.0,0.0,1.0,39.46449543058703
860Z200US01351,01351,2293,96389.0,43.2,64.7,1068,99.2,1034,Montague,30,3825,106,8298.0,49.0,0.0,4.0,4.0,41.0,84.0,18.0,64.0,2.0,0.0,26.08916324879828,0.03303177850125328,0.385556,0.43200000000000005,0.647,0.03580528362612311,0.9920000000000001,0.036883783976599846,0.014111006585136407,0.0003236450504772051,0.0015786024900220409,0.6899270073230299,49.73547904488946
860Z200US01354,01354,1546,79135.0,46.6,63.6,698,95.9,627,Gill,17,9070,273,1490.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0,3.119435073479724,0.02227088075139013,0.31654,0.466,0.636,0.023400831433552368,0.9590000000000001,0.02236569879432118,0.00799623706491063,0.0007674406817851635,0.004065646035622803,0.9629251210753217,53.053905818563045
860Z200US01355,01355,879,76739.0,30.3,70.2,412,94.6,412,New Salem,16,2957,84,,,,,,,,,,,,,0.012662421850240572,0.306956,0.303,0.7020000000000001,0.013812525144159852,0.946,0.01469644003709781,0.007525870178739417,0.00025020089261727985,0.0012509680109608625,1.0,51.4270678709459
860Z200US01360,01360,2871,94775.0,45.1,63.5,1409,95.7,1225,Northfield,41,38898,701,5990.0,13.0,0.0,1.0,0.0,12.0,37.0,3.0,31.0,3.0,0.0,10.318898051446345,0.041358149183208966,0.3791,0.451,0.635,0.04723749497116803,0.9570000000000001,0.043696939430691306,0.019285042333019756,0.0032912797839117188,0.010439625900994818,0.8773585963862638,52.99719001324502
860Z200US01364,01364,7665,55773.0,16.9,51.2,3589,98.0,3044,Orange,134,43843,1019,13948.0,4.0,0.0,0.0,3.0,1.0,370.0,25.0,326.0,19.0,0.0,14.041186700887756,0.11041804719237086,0.22309199999999998,0.16899999999999998,0.512,0.12032318626793617,0.98,0.10858243561389742,0.06302916274694262,0.003709691489692053,0.015175433371060941,0.8331187267464055,44.566202249844174
860Z200US01366,01366,1187,104205.0,43.5,58.0,557,99.3,461,Petersham,31,4496,177,,,,,,,,,,,,,0.017099311417787894,0.41681999999999997,0.435,0.58,0.018673729381788923,0.993,0.016444317614325462,0.01458137347130762,0.00038042043057399065,0.002635968308810389,1.0,54.329189579995294
860Z200US01367,01367,506,78125.0,26.8,53.1,279,98.8,198,Rowe,7,7326,74,,,,,,,,,,,,,0.007289175718113458,0.3125,0.268,0.531,0.009353627464127667,0.988,0.007062852250838268,0.003292568203198495,0.0006198754613845764,0.001102043247751236,1.0,48.21016900876811
860Z200US01368,01368,1283,98542.0,24.8,62.0,653,96.6,538,Royalston,6,809,23,,,,,,,,,,,,,0.018482238036244204,0.39416799999999996,0.24800000000000003,0.62,0.021892181842564036,0.966,0.019190982378540347,0.0028222013170272815,6.845198583949253e-05,0.000342526955382141,1.0,50.85183469852958
860Z200US01370,01370,3932,74680.0,52.7,55.6,2041,98.3,1741,Shelburne Falls,124,20668,547,,,,,,,,,,,,,0.056642369414272954,0.29872,0.527,0.556,0.06842564033793751,0.983,0.0621031604480274,0.05832549388523048,0.0017487832426831046,0.00814618454756657,1.0,54.8461083176903
860Z200US01373,01373,4526,96546.0,43.2,65.0,2179,99.5,2309,South Deerfield,147,153667,3020,,,,,,,,,,,,,0.06519922786597136,0.38618399999999997,0.43200000000000005,0.65,0.07305216575030174,0.995,0.08236427195548264,0.06914393226716839,0.013002238946844621,0.044975278489307206,1.0,57.29693043709663
860Z200US01375,01375,3639,59185.0,53.7,71.3,1769,96.4,1765,Sunderland,51,51373,556,3656.0,4.0,0.0,2.0,0.0,2.0,21.0,5.0,13.0,3.0,0.0,12.275362111765638,0.05242156213085943,0.23673999999999998,0.537,0.713,0.0593066916990747,0.9640000000000001,0.06295926375115932,0.023988711194731893,0.004346828020435414,0.008280216834455234,0.8541057744976168,53.3976713292116
860Z200US01376,01376,5324,53671.0,30.1,61.6,2585,97.7,2289,Turners Falls,98,73096,1593,,,,,,,,,,,,,0.07669480538188943,0.21468399999999999,0.30100000000000005,0.616,0.08666353761566314,0.9770000000000001,0.08165085253620605,0.04609595484477893,0.006184878067890663,0.0237237147792935,1.0,50.74925015873566
860Z200US01378,01378,780,89643.0,39.7,60.9,405,97.3,348,Warwick,5,167,2,80749.0,76.0,2.0,29.0,8.0,37.0,1239.0,108.0,1073.0,58.0,2.0,17.469451143167973,0.011236278774957503,0.358572,0.397,0.609,0.013577846318894998,0.973,0.012413497895412713,0.002351834430856068,1.413038521037732e-05,2.97849526419253e-05,0.7923733718583053,48.89877924287413
860Z200US01379,01379,774,66290.0,49.4,53.4,380,97.2,366,Wendell,13,762,27,,,,,,,,,,,,,0.011149845861303985,0.26516,0.494,0.534,0.012739707657234815,0.9720000000000001,0.013055575372761648,0.0061147695202257765,6.447517084016478e-05,0.00040209686066599155,1.0,51.35985362065835
860Z200US01380,01380,82,,36.0,64.0,41,100.0,9,,,,,,,,,,,,,,,,,0.00118124981993143,0.0,0.36,0.64,0.0013745474051227037,1.0,0.00032103873867446675,0.0,0.0,0.0,1.0,46.173955703698134
860Z200US01420,01420,41940,65599.0,23.6,60.9,17444,98.2,16700,Fitchburg,729,439327,8898,40621.0,217.0,1.0,26.0,36.0,154.0,538.0,94.0,399.0,45.0,3.0,34.715173075057955,0.6041660664380997,0.26239599999999996,0.23600000000000002,0.609,0.5848196325600108,0.9820000000000001,0.595705215095955,0.34289746001881466,0.03717281283424813,0.13251325430392566,0.5874057935845061,58.934875617861415
860Z200US01430,01430,6303,111801.0,38.4,60.7,2729,99.6,2319,Ashburnham,94,27873,538,6330.0,8.0,0.0,2.0,0.0,6.0,28.0,7.0,18.0,3.0,0.0,9.44769122590676,0.09079777579302198,0.447204,0.384,0.6070000000000001,0.09149121630682581,0.996,0.08272098166512093,0.04421448730009407,0.0023584205207715396,0.008012152260677906,0.8877129992875568,54.443544885330375
860Z200US01431,01431,3193,105750.0,41.5,66.2,1243,97.2,1241,Ashby,56,9252,180,,,,,,,,,,,,,0.04599671554928117,0.423,0.41500000000000004,0.662,0.04167225425774441,0.9720000000000001,0.04426767496611258,0.02634054562558796,0.000782840263271922,0.002680645737773277,1.0,56.013490819110615
860Z200US01432,01432,8221,99375.0,39.5,69.5,3767,97.0,3630,Ayer,227,274300,4053,8192.0,14.0,0.0,1.0,1.0,12.0,57.0,14.0,40.0,3.0,0.0,10.47448685572624,0.1184274971909303,0.39749999999999996,0.395,0.6950000000000001,0.1262907335389567,0.97,0.12948562459870158,0.10677328316086548,0.02320936924075748,0.06035920652886162,0.8755094038418336,56.92318933995618
860Z200US01434,01434,1652,106875.0,31.6,30.3,199,100.0,278,Devens,76,296509,3889,,,,,,,,,,,,,0.023797862225935638,0.4275,0.316,0.303,0.006671583746815073,1.0,0.00991652992794464,0.03574788334901223,0.02508854124756748,0.057916840412223745,1.0,48.49379541053694
860Z200US01436,01436,3208,90225.0,22.1,52.3,1204,99.4,1275,Baldwinville,25,27893,443,,,,,,,,,,,,,0.04621279783341496,0.3609,0.22100000000000003,0.523,0.04036475794555452,0.9940000000000001,0.04548048797888279,0.011759172154280339,0.002360112782473381,0.006597367010186454,1.0,49.120473069594375
860Z200US01438,01438,414,83953.0,26.8,56.8,174,99.7,133,East Templeton,17,11792,184,,,,,,,,,,,,,0.005963871042092829,0.335812,0.268,0.568,0.005833445085154889,0.997,0.004744239138189342,0.00799623706491063,0.0009977574994058046,0.002740215643057128,1.0,49.425864627702126
860Z200US01440,01440,21577,57289.0,19.5,53.7,9514,96.7,8939,Gardner,410,329460,6537,20628.0,70.0,0.0,13.0,8.0,49.0,309.0,60.0,228.0,21.0,2.0,28.15775627730268,0.3108271629836642,0.229156,0.195,0.537,0.3189620490814001,0.9670000000000001,0.31886280944567313,0.19285042333019756,0.027876627014436602,0.09735211771013284,0.6653415185182625,49.262689623396334
860Z200US01450,01450,11298,186750.0,63.4,67.5,4150,98.6,3700,Groton,208,92462,1644,11388.0,8.0,1.0,5.0,0.0,2.0,23.0,4.0,19.0,0.0,0.0,17.652613220720788,0.16275317640957676,0.747,0.634,0.675,0.13913101783559073,0.986,0.13198259256616965,0.09783631232361242,0.00782349507378388,0.024483231071662597,0.7901964674865505,65.72265205524178
860Z200US01451,01451,5461,199191.0,76.3,66.2,2093,99.2,1766,Harvard,133,42008,662,6569.0,5.0,0.0,3.0,0.0,2.0,26.0,6.0,20.0,0.0,0.0,8.392443225710087,0.07866835691031145,0.7967639999999999,0.763,0.662,0.0701689687541907,0.9920000000000001,0.06299493472212314,0.0625587958607714,0.003554426478548087,0.009858819324477274,0.9002547547404627,68.476300501774
860Z200US01452,01452,4328,114922.0,30.7,65.2,1765,98.8,1553,Hubbardston,56,14968,287,,,,,,,,,,,,,0.062346941715405224,0.459688,0.307,0.652,0.05917258951320907,0.988,0.055397017906827425,0.02634054562558796,0.00126648865765825,0.004274140704116281,1.0,55.110107865722256
860Z200US01453,01453,43752,75954.0,33.2,63.4,18722,97.3,18404,Leominster,1167,810918,17786,41631.0,239.0,0.0,31.0,20.0,188.0,599.0,64.0,495.0,40.0,2.0,31.39723350200676,0.6302688063614624,0.303816,0.332,0.634,0.6276652809440795,0.973,0.6564885496183207,0.5489181561618062,0.06861427373669914,0.2648775838446417,0.6268399234999116,67.15151061238211
860Z200US01460,01460,10141,151488.0,56.8,63.2,3889,96.8,3557,Littleton,312,721352,8053,10334.0,11.0,0.0,5.0,0.0,6.0,48.0,5.0,43.0,0.0,0.0,9.102132503889106,0.14608602956005648,0.6059519999999999,0.568,0.632,0.1303808502078584,0.968,0.126881643718342,0.14675446848541862,0.06103581815734192,0.11992911181271222,0.8918200082421877,64.55622591231506
860Z200US01462,01462,11818,106473.0,41.6,62.2,4823,98.7,4604,Lunenburg,224,106170,1874,11781.0,23.0,0.0,4.0,4.0,15.0,128.0,13.0,115.0,0.0,0.0,13.349011351487643,0.1702440289262151,0.425892,0.41600000000000004,0.622,0.16169371060748292,0.9870000000000001,0.16422915031747165,0.10536218250235184,0.008983371244226108,0.027908500625484008,0.8413453179942336,56.60866983945567
860Z200US01463,01463,11621,124052.0,44.0,65.1,4602,97.4,4339,Pepperell,211,66246,1121,12146.0,15.0,0.0,5.0,1.0,9.0,58.0,5.0,50.0,3.0,0.0,9.275531941906124,0.16740614826125788,0.496208,0.44,0.6509999999999999,0.15428456483840688,0.9740000000000001,0.1547763430120568,0.09924741298212607,0.005605278435009916,0.01669446595579913,0.8897591340714947,59.18575784640054
860Z200US01464,01464,7427,114118.0,32.6,52.1,2598,98.8,2470,Shirley,130,83503,1369,7633.0,19.0,0.0,1.0,0.0,18.0,42.0,10.0,28.0,4.0,0.0,11.600500084800116,0.10698954161744792,0.456472,0.326,0.521,0.08709936971972644,0.988,0.0881072982806592,0.06114769520225776,0.007065446444443937,0.02038780008339787,0.8621265947266782,52.02548057825272
860Z200US01468,01468,4309,106581.0,35.0,70.9,1808,98.7,1658,Templeton,57,13732,255,8109.0,13.0,0.0,2.0,0.0,11.0,22.0,6.0,12.0,4.0,0.0,8.686786832520928,0.062073237488835746,0.426324,0.35000000000000003,0.7090000000000001,0.060614188011264586,0.9870000000000001,0.05914246985802954,0.026810912511759172,0.0011619068844844393,0.003797581461845476,0.8967564438836216,54.47178695941516
860Z200US01469,01469,7055,100402.0,39.5,67.1,2753,98.6,2797,Townsend,127,53323,1325,9546.0,10.0,0.0,2.0,0.0,8.0,32.0,4.0,21.0,7.0,0.0,7.104026254092231,0.10163070097092973,0.40160799999999997,0.395,0.6709999999999999,0.09229582942201958,0.986,0.0997717057858315,0.05973659454374412,0.00451182353636497,0.01973253112527551,0.9155677528000593,55.853292074286806
860Z200US01473,01473,8213,95674.0,40.2,59.6,3301,98.9,3248,Westminster,189,74971,1412,7902.0,20.0,0.0,1.0,0.0,19.0,43.0,5.0,36.0,2.0,0.0,10.456716528858614,0.11831225330605895,0.382696,0.402,0.596,0.11066782888561084,0.9890000000000001,0.11585931369051866,0.08889934148635936,0.006343527602438313,0.02102817656519926,0.8757206064158736,54.39152091232064
860Z200US01474,01474,2072,117109.0,31.6,63.8,813,97.4,707,West Townsend,27,5204,89,,,,,,,,,,,,,0.029848166181681984,0.46843599999999996,0.316,0.638,0.02725626927718922,0.9740000000000001,0.025219376471427555,0.012699905926622766,0.00044032649481918313,0.0013254303925656758,1.0,54.12217349852785
860Z200US01475,01475,10304,85379.0,23.5,57.9,4305,97.1,3588,Winchendon,137,41863,1030,10897.0,37.0,0.0,9.0,0.0,28.0,100.0,30.0,57.0,13.0,1.0,27.297948776101222,0.14843412371431042,0.341516,0.23500000000000001,0.579,0.14432747753788389,0.971,0.12798744381822075,0.06444026340545626,0.0035421575812097355,0.01533925061059153,0.6755604390133814,46.77999792772834
860Z200US01501,01501,16731,101992.0,41.9,61.9,6928,98.4,6672,Auburn,626,636860,11205,16724.0,28.0,0.0,0.0,1.0,27.0,305.0,29.0,263.0,13.0,3.0,20.356840773884056,0.24101817972283845,0.407968,0.419,0.619,0.2322649859192705,0.9840000000000001,0.23799671827067134,0.2944496707431797,0.053886689371741923,0.1668701971763865,0.7580563822606482,60.202320623801334
860Z200US01503,01503,3158,123077.0,53.9,63.9,1318,98.7,1432,Berlin,100,25957,534,20500.0,19.0,0.0,2.0,5.0,12.0,251.0,40.0,196.0,15.0,1.0,12.832398727585112,0.04549252355296897,0.49230799999999997,0.539,0.639,0.04418667024272496,0.9870000000000001,0.05108083042020404,0.047036688617121354,0.0021963018497351146,0.007952582355394056,0.8474853241270688,56.87481020340589
860Z200US01504,01504,9208,95132.0,34.0,69.9,3869,98.4,3874,Blackstone,141,36392,691,9294.0,13.0,0.0,1.0,2.0,10.0,21.0,5.0,12.0,4.0,0.0,6.7126833037967,0.13264571148693421,0.380528,0.34,0.6990000000000001,0.12971033927853026,0.9840000000000001,0.13818934151387602,0.06632173095014111,0.003079239392670967,0.01029070113778519,0.92021891307699,55.78847871401974
860Z200US01505,01505,4849,133292.0,53.4,64.5,1961,99.1,1864,Boylston,123,64883,999,4694.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,2.292386170593723,0.06985219971765248,0.533168,0.534,0.645,0.06574359662062493,0.991,0.06649068987657844,0.057855126999059266,0.005489950800029412,0.014877583844641688,0.9727547015015885,60.583344274815836
860Z200US01506,01506,3439,71122.0,26.0,62.5,1523,99.8,1445,Brookfield,48,7019,203,17071.0,4.0,0.0,1.0,1.0,2.0,143.0,6.0,134.0,3.0,0.0,4.699082458674905,0.049540465009075454,0.28448799999999996,0.26,0.625,0.05105940726833848,0.998,0.05154455304273383,0.022577610536218252,0.0005938992442613078,0.003023172693155418,0.9441508128527542,49.538359627212536
860Z200US01507,01507,13315,113896.0,39.3,62.2,5239,99.2,4833,Charlton,252,153534,2667,13679.0,8.0,0.0,2.0,0.0,6.0,55.0,16.0,36.0,3.0,1.0,8.575859822792092,0.19180904088276815,0.455584,0.39299999999999996,0.622,0.17564033793750838,0.9920000000000001,0.17239780266818863,0.11853245531514582,0.012990985406527376,0.039718234348007385,0.8980748253720319,58.44694196888247
860Z200US01510,01510,15428,89888.0,37.0,69.9,6947,97.2,6732,Clinton,250,239290,3421,13964.0,4.0,1.0,0.0,0.0,3.0,14.0,1.0,11.0,2.0,0.0,10.243380158757425,0.22224783197441586,0.359552,0.37,0.6990000000000001,0.23290197130213225,0.9720000000000001,0.24013697652850113,0.1175917215428034,0.02024706513168377,0.050947161494013224,0.8782561360567931,58.24797128155712
860Z200US01515,01515,2224,77122.0,26.0,61.0,978,97.9,871,East Brookfield,44,15732,324,2202.0,4.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,4.0,0.0,8.064025938663457,0.03203779999423781,0.308488,0.26,0.61,0.03278798444414644,0.9790000000000001,0.031069415709495615,0.020696142991533398,0.0013311330546685988,0.004825162327991898,0.9041580355804908,48.35433984647565
860Z200US01516,01516,8962,138276.0,40.2,66.0,3504,99.8,3160,Douglas,126,38680,722,8946.0,8.0,0.0,2.0,1.0,5.0,24.0,6.0,15.0,3.0,0.0,6.522008572060646,0.12910196202713994,0.5531039999999999,0.402,0.66,0.11747351481829155,0.998,0.11272026824570165,0.05926622765757291,0.0032728341313616456,0.010752367903735034,0.9224851062903733,59.164087895900046
860Z200US01518,01518,3176,102500.0,44.5,71.1,1381,97.3,1316,Fiskdale,72,46589,743,,,,,,,,,,,,,0.04575182229392953,0.41,0.445,0.711,0.04629877967010863,0.973,0.046942997788399804,0.03386641580432738,0.0039420390213549044,0.011065109906475249,1.0,57.43037493908778
860Z200US01519,01519,7254,144452.0,63.4,67.2,2740,97.5,2637,Grafton,106,66254,1295,18880.0,15.0,0.0,4.0,1.0,10.0,46.0,10.0,34.0,2.0,0.0,5.540818352316736,0.10449739260710479,0.577808,0.634,0.672,0.09185999731795629,0.975,0.09406435043161876,0.04985888993414864,0.005605955339690653,0.019285756835646633,0.9341466756906638,63.34267446068974
